lea_name,lea_id,state,year,homeschool_students
Douglas County,1301860,GEORGIA,2018-19,1159.0
Douglas County,1301860,GEORGIA,2019-20,1106.0
Echols County,1301950,GEORGIA,2020-21,13.0
Echols County,1301950,GEORGIA,2019-20,9.0
Echols County,1301950,GEORGIA,2018-19,19.0
Echols County,1301950,GEORGIA,2017-18,20.0
Early County,1301920,GEORGIA,2022-23,38.0
Early County,1301920,GEORGIA,2021-22,39.0
Early County,1301920,GEORGIA,2020-21,38.0
Early County,1301920,GEORGIA,2019-20,46.0
Early County,1301920,GEORGIA,2018-19,27.0
Early County,1301920,GEORGIA,2017-18,36.0
Dublin City,1301870,GEORGIA,2022-23,34.0
Dublin City,1301870,GEORGIA,2021-22,37.0
Dublin City,1301870,GEORGIA,2020-21,37.0
Dublin City,1301870,GEORGIA,2019-20,12.0
Dublin City,1301870,GEORGIA,2018-19,11.0
Dublin City,1301870,GEORGIA,2017-18,14.0
Douglas County,1301860,GEORGIA,2022-23,1116.0
Douglas County,1301860,GEORGIA,2021-22,1316.0
Douglas County,1301860,GEORGIA,2020-21,1200.0
Echols County,1301950,GEORGIA,2022-23,23.0
Lamar County,1303210,GEORGIA,2017-18,186.0
Lowndes County,1303390,GEORGIA,2017-18,665.0
Lamar County,1303210,GEORGIA,2019-20,220.0
Richmond County,1304380,GEORGIA,2022-23,1104.0
Rockdale County,1304410,GEORGIA,2017-18,662.0
Rockdale County,1304410,GEORGIA,2018-19,684.0
Rockdale County,1304410,GEORGIA,2019-20,631.0
Rockdale County,1304410,GEORGIA,2020-21,667.0
Rockdale County,1304410,GEORGIA,2021-22,870.0
Rockdale County,1304410,GEORGIA,2022-23,642.0
Rome City,1304440,GEORGIA,2017-18,90.0
Richmond County,1304380,GEORGIA,2021-22,1331.0
Rome City,1304440,GEORGIA,2018-19,148.0
Rome City,1304440,GEORGIA,2020-21,184.0
Rome City,1304440,GEORGIA,2021-22,192.0
Rome City,1304440,GEORGIA,2022-23,111.0
Savannah-Chatham County,1301020,GEORGIA,2017-18,1533.0
Savannah-Chatham County,1301020,GEORGIA,2018-19,1658.0
Savannah-Chatham County,1301020,GEORGIA,2019-20,1798.0
Savannah-Chatham County,1301020,GEORGIA,2020-21,1972.0
Savannah-Chatham County,1301020,GEORGIA,2021-22,2155.0
Rome City,1304440,GEORGIA,2019-20,138.0
Savannah-Chatham County,1301020,GEORGIA,2022-23,1875.0
Richmond County,1304380,GEORGIA,2020-21,1267.0
Richmond County,1304380,GEORGIA,2018-19,1065.0
Quitman County,1304290,GEORGIA,2018-19,20.0
Quitman County,1304290,GEORGIA,2019-20,22.0
Quitman County,1304290,GEORGIA,2020-21,13.0
Quitman County,1304290,GEORGIA,2021-22,8.0
Quitman County,1304290,GEORGIA,2022-23,5.0
Rabun County,1304320,GEORGIA,2017-18,96.0
Rabun County,1304320,GEORGIA,2018-19,81.0
Rabun County,1304320,GEORGIA,2019-20,125.0
Richmond County,1304380,GEORGIA,2019-20,1136.0
Rabun County,1304320,GEORGIA,2020-21,146.0
Rabun County,1304320,GEORGIA,2022-23,116.0
Randolph County,1304350,GEORGIA,2017-18,27.0
Randolph County,1304350,GEORGIA,2018-19,18.0
Randolph County,1304350,GEORGIA,2019-20,45.0
Randolph County,1304350,GEORGIA,2020-21,34.0
Randolph County,1304350,GEORGIA,2021-22,26.0
Randolph County,1304350,GEORGIA,2022-23,36.0
Richmond County,1304380,GEORGIA,2017-18,1076.0
Rabun County,1304320,GEORGIA,2021-22,165.0
Schley County,1304470,GEORGIA,2017-18,34.0
Schley County,1304470,GEORGIA,2018-19,39.0
Schley County,1304470,GEORGIA,2019-20,37.0
State Charter Schools Ii- Academy For Classical Education,1300252,GEORGIA,2020-21,31.0
State Charter Schools Ii- Academy For Classical Education,1300252,GEORGIA,2021-22,87.0
State Charter Schools Ii- Academy For Classical Education,1300252,GEORGIA,2022-23,56.0
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GEORGIA,2020-21,3.0
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GEORGIA,2021-22,6.0
State Charter Schools Ii- Atlanta Heights Charter School,1300221,GEORGIA,2022-23,4.0
State Charter Schools Ii- Atlanta Smart Academy,1300259,GEORGIA,2020-21,8.0
State Charter Schools Ii- Atlanta Smart Academy,1300259,GEORGIA,2021-22,13.0
State Charter Schools Ii- Academy For Classical Education,1300252,GEORGIA,2019-20,15.0
State Charter Schools Ii- Atlanta Smart Academy,1300259,GEORGIA,2022-23,8.0
State Charter Schools Ii- Baconton Community Charter School,1300256,GEORGIA,2019-20,2.0
State Charter Schools Ii- Baconton Community Charter School,1300256,GEORGIA,2020-21,6.0
State Charter Schools Ii- Baconton Community Charter School,1300256,GEORGIA,2021-22,4.0
State Charter Schools Ii- Baconton Community Charter School,1300256,GEORGIA,2022-23,4.0
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GEORGIA,2020-21,2.0
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GEORGIA,2021-22,2.0
State Charter Schools Ii- Brookhaven Innovation Academy,1300242,GEORGIA,2022-23,2.0
State Charter Schools Ii- Cirrus Charter Academy,1300239,GEORGIA,2020-21,1.0
State Charter Schools Ii- Atlanta Unbound Academy,1300261,GEORGIA,2021-22,3.0
State Charter Schools Ii- Academy For Classical Education,1300252,GEORGIA,2018-19,5.0
Social Circle City,1304540,GEORGIA,2022-23,65.0
Social Circle City,1304540,GEORGIA,2021-22,72.0
Schley County,1304470,GEORGIA,2020-21,56.0
Schley County,1304470,GEORGIA,2021-22,61.0
Schley County,1304470,GEORGIA,2022-23,52.0
Screven County,1304500,GEORGIA,2017-18,93.0
Screven County,1304500,GEORGIA,2018-19,122.0
Screven County,1304500,GEORGIA,2019-20,140.0
Screven County,1304500,GEORGIA,2020-21,151.0
Screven County,1304500,GEORGIA,2021-22,205.0
Screven County,1304500,GEORGIA,2022-23,165.0
Seminole County,1304530,GEORGIA,2017-18,41.0
Seminole County,1304530,GEORGIA,2018-19,52.0
Seminole County,1304530,GEORGIA,2019-20,50.0
Seminole County,1304530,GEORGIA,2020-21,52.0
Seminole County,1304530,GEORGIA,2021-22,52.0
Seminole County,1304530,GEORGIA,2022-23,36.0
Social Circle City,1304540,GEORGIA,2017-18,53.0
Social Circle City,1304540,GEORGIA,2018-19,45.0
Social Circle City,1304540,GEORGIA,2019-20,58.0
Social Circle City,1304540,GEORGIA,2020-21,60.0
Quitman County,1304290,GEORGIA,2017-18,4.0
State Charter Schools Ii- Cirrus Charter Academy,1300239,GEORGIA,2021-22,1.0
Putnam County,1304260,GEORGIA,2022-23,123.0
Putnam County,1304260,GEORGIA,2020-21,129.0
Oconee County,1303960,GEORGIA,2017-18,371.0
Oconee County,1303960,GEORGIA,2018-19,402.0
Oconee County,1303960,GEORGIA,2019-20,380.0
Oconee County,1303960,GEORGIA,2020-21,438.0
Oconee County,1303960,GEORGIA,2021-22,429.0
Oconee County,1303960,GEORGIA,2022-23,412.0
Oglethorpe County,1303990,GEORGIA,2017-18,140.0
Oglethorpe County,1303990,GEORGIA,2018-19,141.0
Newton County,1303930,GEORGIA,2022-23,1177.0
Oglethorpe County,1303990,GEORGIA,2019-20,156.0
Oglethorpe County,1303990,GEORGIA,2021-22,216.0
Oglethorpe County,1303990,GEORGIA,2022-23,186.0
Paulding County,1304020,GEORGIA,2017-18,1952.0
Paulding County,1304020,GEORGIA,2018-19,2148.0
Paulding County,1304020,GEORGIA,2019-20,2157.0
Paulding County,1304020,GEORGIA,2020-21,2288.0
Paulding County,1304020,GEORGIA,2021-22,2315.0
Paulding County,1304020,GEORGIA,2022-23,2093.0
Oglethorpe County,1303990,GEORGIA,2020-21,157.0
Peach County,1304050,GEORGIA,2017-18,232.0
Newton County,1303930,GEORGIA,2021-22,1367.0
Newton County,1303930,GEORGIA,2019-20,1085.0
Morgan County,1303780,GEORGIA,2019-20,224.0
Morgan County,1303780,GEORGIA,2020-21,332.0
Morgan County,1303780,GEORGIA,2021-22,287.0
Morgan County,1303780,GEORGIA,2022-23,234.0
Murray County,1303840,GEORGIA,2017-18,311.0
Murray County,1303840,GEORGIA,2018-19,336.0
Murray County,1303840,GEORGIA,2019-20,374.0
Murray County,1303840,GEORGIA,2020-21,496.0
Newton County,1303930,GEORGIA,2020-21,1195.0
Murray County,1303840,GEORGIA,2021-22,514.0
Muscogee County,1303870,GEORGIA,2017-18,931.0
Muscogee County,1303870,GEORGIA,2018-19,933.0
Muscogee County,1303870,GEORGIA,2019-20,1156.0
Muscogee County,1303870,GEORGIA,2020-21,1306.0
Muscogee County,1303870,GEORGIA,2021-22,1537.0
Muscogee County,1303870,GEORGIA,2022-23,1237.0
Newton County,1303930,GEORGIA,2017-18,1106.0
Newton County,1303930,GEORGIA,2018-19,1153.0
Murray County,1303840,GEORGIA,2022-23,412.0
Peach County,1304050,GEORGIA,2018-19,284.0
Peach County,1304050,GEORGIA,2019-20,266.0
Peach County,1304050,GEORGIA,2020-21,273.0
Pike County,1304170,GEORGIA,2020-21,289.0
Pike County,1304170,GEORGIA,2021-22,301.0
Pike County,1304170,GEORGIA,2022-23,236.0
Polk County,1304200,GEORGIA,2017-18,392.0
Polk County,1304200,GEORGIA,2018-19,371.0
Polk County,1304200,GEORGIA,2019-20,411.0
Polk County,1304200,GEORGIA,2020-21,474.0
Polk County,1304200,GEORGIA,2021-22,556.0
Pike County,1304170,GEORGIA,2019-20,247.0
Polk County,1304200,GEORGIA,2022-23,464.0
Pulaski County,1304220,GEORGIA,2018-19,45.0
Pulaski County,1304220,GEORGIA,2019-20,54.0
Pulaski County,1304220,GEORGIA,2020-21,44.0
Pulaski County,1304220,GEORGIA,2021-22,55.0
Pulaski County,1304220,GEORGIA,2022-23,34.0
Putnam County,1304260,GEORGIA,2017-18,85.0
Putnam County,1304260,GEORGIA,2018-19,101.0
Putnam County,1304260,GEORGIA,2019-20,82.0
Pulaski County,1304220,GEORGIA,2017-18,38.0
Pike County,1304170,GEORGIA,2018-19,232.0
Pike County,1304170,GEORGIA,2017-18,264.0
Pierce County,1304140,GEORGIA,2022-23,185.0
Peach County,1304050,GEORGIA,2021-22,288.0
Peach County,1304050,GEORGIA,2022-23,223.0
Pelham City,1304080,GEORGIA,2017-18,7.0
Pelham City,1304080,GEORGIA,2018-19,10.0
Pelham City,1304080,GEORGIA,2019-20,16.0
Pelham City,1304080,GEORGIA,2020-21,28.0
Pelham City,1304080,GEORGIA,2021-22,24.0
Pelham City,1304080,GEORGIA,2022-23,20.0
Pickens County,1304110,GEORGIA,2017-18,380.0
Pickens County,1304110,GEORGIA,2018-19,428.0
Pickens County,1304110,GEORGIA,2019-20,510.0
Pickens County,1304110,GEORGIA,2020-21,503.0
Pickens County,1304110,GEORGIA,2021-22,566.0
Pickens County,1304110,GEORGIA,2022-23,517.0
Pierce County,1304140,GEORGIA,2017-18,156.0
Pierce County,1304140,GEORGIA,2018-19,165.0
Pierce County,1304140,GEORGIA,2019-20,164.0
Pierce County,1304140,GEORGIA,2020-21,194.0
Pierce County,1304140,GEORGIA,2021-22,258.0
Putnam County,1304260,GEORGIA,2021-22,140.0
State Charter Schools Ii- Coweta Charter Academy,1300222,GEORGIA,2020-21,10.0
State Charter Schools Ii- Coweta Charter Academy,1300222,GEORGIA,2021-22,9.0
State Charter Schools Ii- Coweta Charter Academy,1300222,GEORGIA,2022-23,9.0
Marietta City,1303510,GEORGIA,2017-18,128.0
Madison County,1303480,GEORGIA,2022-23,366.0
Madison County,1303480,GEORGIA,2021-22,448.0
Madison County,1303480,GEORGIA,2020-21,439.0
Madison County,1303480,GEORGIA,2019-20,349.0
Madison County,1303480,GEORGIA,2018-19,276.0
Madison County,1303480,GEORGIA,2017-18,299.0
Macon County,1303450,GEORGIA,2022-23,130.0
Marietta City,1303510,GEORGIA,2018-19,133.0
Macon County,1303450,GEORGIA,2021-22,138.0
Macon County,1303450,GEORGIA,2019-20,141.0
Macon County,1303450,GEORGIA,2018-19,102.0
Macon County,1303450,GEORGIA,2017-18,78.0
Lumpkin County,1303420,GEORGIA,2022-23,391.0
Lumpkin County,1303420,GEORGIA,2021-22,403.0
Lumpkin County,1303420,GEORGIA,2020-21,384.0
Lumpkin County,1303420,GEORGIA,2019-20,313.0
Lumpkin County,1303420,GEORGIA,2018-19,298.0
Macon County,1303450,GEORGIA,2020-21,140.0
Lumpkin County,1303420,GEORGIA,2017-18,329.0
Marietta City,1303510,GEORGIA,2019-20,117.0
Marietta City,1303510,GEORGIA,2021-22,160.0
Mcintosh County,1303600,GEORGIA,2021-22,94.0
Mcintosh County,1303600,GEORGIA,2020-21,117.0
Mcintosh County,1303600,GEORGIA,2019-20,90.0
Mcintosh County,1303600,GEORGIA,2018-19,70.0
Mcintosh County,1303600,GEORGIA,2017-18,76.0
Mcduffie County,1303570,GEORGIA,2022-23,200.0
Mcduffie County,1303570,GEORGIA,2021-22,212.0
Mcduffie County,1303570,GEORGIA,2020-21,180.0
Marietta City,1303510,GEORGIA,2020-21,156.0
Mcduffie County,1303570,GEORGIA,2019-20,190.0
Mcduffie County,1303570,GEORGIA,2017-18,147.0
Marion County,1303540,GEORGIA,2022-23,77.0
Marion County,1303540,GEORGIA,2021-22,108.0
Marion County,1303540,GEORGIA,2020-21,98.0
Marion County,1303540,GEORGIA,2019-20,105.0
Marion County,1303540,GEORGIA,2018-19,49.0
Marion County,1303540,GEORGIA,2017-18,33.0
Marietta City,1303510,GEORGIA,2022-23,127.0
Mcduffie County,1303570,GEORGIA,2018-19,188.0
Lowndes County,1303390,GEORGIA,2022-23,764.0
Lowndes County,1303390,GEORGIA,2021-22,909.0
Lowndes County,1303390,GEORGIA,2020-21,882.0
Lee County,1303270,GEORGIA,2019-20,260.0
Lee County,1303270,GEORGIA,2018-19,245.0
Lee County,1303270,GEORGIA,2017-18,269.0
Laurens County,1301890,GEORGIA,2022-23,340.0
Laurens County,1301890,GEORGIA,2021-22,354.0
Laurens County,1301890,GEORGIA,2020-21,339.0
Laurens County,1301890,GEORGIA,2019-20,300.0
Laurens County,1301890,GEORGIA,2018-19,288.0
Lee County,1303270,GEORGIA,2020-21,281.0
Laurens County,1301890,GEORGIA,2017-18,296.0
Lanier County,1303240,GEORGIA,2021-22,132.0
Lanier County,1303240,GEORGIA,2020-21,107.0
Lanier County,1303240,GEORGIA,2019-20,81.0
Lanier County,1303240,GEORGIA,2018-19,66.0
Lanier County,1303240,GEORGIA,2017-18,63.0
Lamar County,1303210,GEORGIA,2022-23,184.0
Lamar County,1303210,GEORGIA,2021-22,261.0
Lamar County,1303210,GEORGIA,2020-21,221.0
Lanier County,1303240,GEORGIA,2022-23,127.0
Lee County,1303270,GEORGIA,2021-22,319.0
Lee County,1303270,GEORGIA,2022-23,258.0
Liberty County,1303300,GEORGIA,2017-18,303.0
Lowndes County,1303390,GEORGIA,2019-20,687.0
Lowndes County,1303390,GEORGIA,2018-19,577.0
Long County,1303360,GEORGIA,2022-23,224.0
Long County,1303360,GEORGIA,2021-22,227.0
Long County,1303360,GEORGIA,2020-21,170.0
Long County,1303360,GEORGIA,2019-20,163.0
Long County,1303360,GEORGIA,2018-19,122.0
Long County,1303360,GEORGIA,2017-18,110.0
Lincoln County,1303330,GEORGIA,2022-23,71.0
Lincoln County,1303330,GEORGIA,2021-22,69.0
Lincoln County,1303330,GEORGIA,2020-21,66.0
Lincoln County,1303330,GEORGIA,2019-20,61.0
Lincoln County,1303330,GEORGIA,2018-19,56.0
Lincoln County,1303330,GEORGIA,2017-18,50.0
Liberty County,1303300,GEORGIA,2022-23,510.0
Liberty County,1303300,GEORGIA,2021-22,595.0
Liberty County,1303300,GEORGIA,2020-21,538.0
Liberty County,1303300,GEORGIA,2019-20,437.0
Liberty County,1303300,GEORGIA,2018-19,378.0
Mcintosh County,1303600,GEORGIA,2022-23,80.0
Meriwether County,1303630,GEORGIA,2017-18,228.0
Meriwether County,1303630,GEORGIA,2018-19,300.0
Meriwether County,1303630,GEORGIA,2019-20,275.0
State Charter Schools Ii- Sail Charter Academy - School For,1300245,GEORGIA,2020-21,5.0
State Charter Schools Ii- Sail Charter Academy - School For,1300245,GEORGIA,2022-23,1.0
State Charter Schools Ii- Southwest Georgia S.t.e.m. Charte,1300243,GEORGIA,2021-22,1.0
State Charter Schools Ii- Southwest Georgia S.t.e.m. Charte,1300243,GEORGIA,2022-23,3.0
State Charter Schools Ii- Spring Creek Charter Academy,1300253,GEORGIA,2020-21,2.0
State Charter Schools Ii- Spring Creek Charter Academy,1300253,GEORGIA,2021-22,2.0
State Charter Schools Ii- Statesboro Steam Academy,1300005,GEORGIA,2021-22,1.0
State Charter Schools Ii- Statesboro Steam Academy,1300005,GEORGIA,2022-23,4.0
State Charter Schools Ii- Pataula Charter Academy,1300218,GEORGIA,2022-23,7.0
State Charter Schools- Cherokee Charter Academy,1300230,GEORGIA,2019-20,3.0
State Charter Schools- Cherokee Charter Academy,1300230,GEORGIA,2021-22,9.0
State Charter Schools- Cherokee Charter Academy,1300230,GEORGIA,2022-23,3.0
State Charter Schools- Coastal Plains Charter High School -,1300246,GEORGIA,2019-20,2.0
State Charter Schools- Coastal Plains Charter High School -,1300246,GEORGIA,2020-21,12.0
State Charter Schools- Coastal Plains Charter High School -,1300246,GEORGIA,2021-22,16.0
State Charter Schools- Coastal Plains Charter High School -,1300246,GEORGIA,2022-23,29.0
State Charter Schools- Foothills Charter High School (Madiso,1300235,GEORGIA,2019-20,12.0
State Charter Schools- Foothills Charter High School (Madiso,1300235,GEORGIA,2020-21,45.0
State Charter Schools- Cherokee Charter Academy,1300230,GEORGIA,2020-21,17.0
State Charter Schools Ii- Pataula Charter Academy,1300218,GEORGIA,2021-22,14.0
State Charter Schools Ii- Pataula Charter Academy,1300218,GEORGIA,2020-21,7.0
State Charter Schools Ii- Northwest Classical Academy,1300264,GEORGIA,2022-23,3.0
State Charter Schools Ii- D.e.l.t.a. Steam Academy,1300262,GEORGIA,2022-23,3.0
State Charter Schools Ii- Ethos Classical Charter School,1300255,GEORGIA,2021-22,1.0
State Charter Schools Ii- Fulton Leadership Academy,1300217,GEORGIA,2020-21,2.0
State Charter Schools Ii- Fulton Leadership Academy,1300217,GEORGIA,2021-22,10.0
State Charter Schools Ii- Fulton Leadership Academy,1300217,GEORGIA,2022-23,4.0
State Charter Schools Ii- Furlow Charter School,1300258,GEORGIA,2020-21,2.0
State Charter Schools Ii- Furlow Charter School,1300258,GEORGIA,2022-23,4.0
State Charter Schools Ii- Genesis Innovation Academy For Bo,1300248,GEORGIA,2020-21,2.0
State Charter Schools Ii- Genesis Innovation Academy For Bo,1300248,GEORGIA,2022-23,2.0
State Charter Schools Ii- Genesis Innovation Academy For Boy,1300248,GEORGIA,2019-20,1.0
State Charter Schools Ii- Genesis Innovation Academy For Gi,1300244,GEORGIA,2020-21,4.0
State Charter Schools Ii- Genesis Innovation Academy For Gir,1300244,GEORGIA,2019-20,2.0
State Charter Schools Ii- Georgia Fugees Academy Charter Sc,1300263,GEORGIA,2020-21,1.0
State Charter Schools Ii- International Academy Of Smyrna,1300249,GEORGIA,2020-21,2.0
State Charter Schools Ii- International Academy Of Smyrna,1300249,GEORGIA,2022-23,2.0
State Charter Schools Ii- International Charter Academy Of,1300250,GEORGIA,2022-23,3.0
State Charter Schools Ii- Liberty Tech Charter Academy,1300241,GEORGIA,2021-22,2.0
State Charter Schools Ii- Liberty Tech Charter Academy,1300241,GEORGIA,2022-23,4.0
State Charter Schools Ii- Northwest Classical Academy,1300264,GEORGIA,2021-22,4.0
State Charter Schools- Foothills Charter High School (Madiso,1300235,GEORGIA,2021-22,56.0
Lamar County,1303210,GEORGIA,2018-19,219.0
State Charter Schools- Foothills Charter High School (Madiso,1300235,GEORGIA,2022-23,60.0
State Charter Schools- Georgia Connections Academy,1300227,GEORGIA,2020-21,33.0
Monroe County,1303720,GEORGIA,2019-20,328.0
Monroe County,1303720,GEORGIA,2018-19,313.0
Monroe County,1303720,GEORGIA,2017-18,279.0
Mitchell County,1303690,GEORGIA,2022-23,89.0
Mitchell County,1303690,GEORGIA,2021-22,90.0
Mitchell County,1303690,GEORGIA,2020-21,95.0
Mitchell County,1303690,GEORGIA,2019-20,77.0
Mitchell County,1303690,GEORGIA,2018-19,102.0
Monroe County,1303720,GEORGIA,2020-21,291.0
Mitchell County,1303690,GEORGIA,2017-18,69.0
Miller County,1303660,GEORGIA,2021-22,61.0
Miller County,1303660,GEORGIA,2020-21,52.0
Miller County,1303660,GEORGIA,2019-20,45.0
Miller County,1303660,GEORGIA,2018-19,59.0
Miller County,1303660,GEORGIA,2017-18,59.0
Meriwether County,1303630,GEORGIA,2022-23,224.0
Meriwether County,1303630,GEORGIA,2021-22,284.0
Meriwether County,1303630,GEORGIA,2020-21,267.0
Miller County,1303660,GEORGIA,2022-23,57.0
Monroe County,1303720,GEORGIA,2021-22,323.0
Monroe County,1303720,GEORGIA,2022-23,296.0
Montgomery County,1303750,GEORGIA,2017-18,77.0
State Charter Schools- Georgia Connections Academy,1300227,GEORGIA,2021-22,45.0
State Charter Schools- Georgia Connections Academy,1300227,GEORGIA,2022-23,57.0
State Charter Schools- Georgia Cyber Academy,1300232,GEORGIA,2018-19,2.0
Clinch County,1301260,GEORGIA,2021-22,44.0
State Charter Schools- Georgia Cyber Academy,1300232,GEORGIA,2019-20,55.0
State Charter Schools- Georgia Cyber Academy,1300232,GEORGIA,2020-21,172.0
State Charter Schools- Georgia Cyber Academy,1300232,GEORGIA,2021-22,201.0
State Charter Schools- Georgia Cyber Academy,1300232,GEORGIA,2022-23,122.0
State Charter Schools- Georgia School For Innovation And Th,1300238,GEORGIA,2020-21,6.0
State Charter Schools- Georgia School For Innovation And Th,1300238,GEORGIA,2021-22,12.0
State Charter Schools- Georgia School For Innovation And Th,1300238,GEORGIA,2022-23,2.0
State Charter Schools- International Charter School Of Atla,1300234,GEORGIA,2020-21,1.0
Morgan County,1303780,GEORGIA,2018-19,228.0
Morgan County,1303780,GEORGIA,2017-18,246.0
Montgomery County,1303750,GEORGIA,2022-23,63.0
Montgomery County,1303750,GEORGIA,2021-22,82.0
Montgomery County,1303750,GEORGIA,2020-21,66.0
Montgomery County,1303750,GEORGIA,2019-20,79.0
Montgomery County,1303750,GEORGIA,2018-19,58.0
State Charter Schools- Georgia Connections Academy,1300227,GEORGIA,2019-20,23.0
Clinch County,1301260,GEORGIA,2020-21,32.0
State Charter Schools- Ivy Preparatory Academy- Inc,1300226,GEORGIA,2020-21,4.0
Clinch County,1301260,GEORGIA,2018-19,32.0
Toombs County,1305040,GEORGIA,2017-18,124.0
Tift County,1304980,GEORGIA,2022-23,360.0
Tift County,1304980,GEORGIA,2021-22,328.0
Tift County,1304980,GEORGIA,2020-21,295.0
Tift County,1304980,GEORGIA,2019-20,267.0
Tift County,1304980,GEORGIA,2018-19,227.0
Tift County,1304980,GEORGIA,2017-18,250.0
Thomasville City,1304950,GEORGIA,2022-23,52.0
Thomasville City,1304950,GEORGIA,2021-22,72.0
Thomasville City,1304950,GEORGIA,2020-21,48.0
Thomasville City,1304950,GEORGIA,2019-20,34.0
Thomasville City,1304950,GEORGIA,2018-19,41.0
Toombs County,1305040,GEORGIA,2018-19,117.0
Thomasville City,1304950,GEORGIA,2017-18,52.0
Thomaston-Upson County,1305280,GEORGIA,2021-22,322.0
Thomaston-Upson County,1305280,GEORGIA,2020-21,224.0
Thomaston-Upson County,1305280,GEORGIA,2019-20,199.0
Thomaston-Upson County,1305280,GEORGIA,2018-19,175.0
Thomaston-Upson County,1305280,GEORGIA,2017-18,204.0
Thomas County,1304890,GEORGIA,2022-23,257.0
Thomas County,1304890,GEORGIA,2021-22,245.0
Thomas County,1304890,GEORGIA,2020-21,255.0
Thomas County,1304890,GEORGIA,2019-20,257.0
Thomas County,1304890,GEORGIA,2018-19,184.0
Thomas County,1304890,GEORGIA,2017-18,185.0
Terrell County,1304860,GEORGIA,2022-23,82.0
Thomaston-Upson County,1305280,GEORGIA,2022-23,326.0
Terrell County,1304860,GEORGIA,2021-22,69.0
Toombs County,1305040,GEORGIA,2019-20,130.0
Toombs County,1305040,GEORGIA,2021-22,187.0
Turner County,1305190,GEORGIA,2017-18,64.0
Clinch County,1301260,GEORGIA,2019-20,26.0
Troup County,1300001,GEORGIA,2021-22,553.0
Troup County,1300001,GEORGIA,2020-21,550.0
Troup County,1300001,GEORGIA,2019-20,611.0
Troup County,1300001,GEORGIA,2018-19,577.0
Troup County,1300001,GEORGIA,2017-18,471.0
Trion City,1305130,GEORGIA,2022-23,9.0
Trion City,1305130,GEORGIA,2021-22,20.0
Trion City,1305130,GEORGIA,2020-21,7.0
Trion City,1305130,GEORGIA,2019-20,10.0
Trion City,1305130,GEORGIA,2018-19,8.0
Toombs County,1305040,GEORGIA,2020-21,189.0
Trion City,1305130,GEORGIA,2017-18,2.0
Treutlen County,1305100,GEORGIA,2021-22,37.0
Treutlen County,1305100,GEORGIA,2020-21,34.0
Treutlen County,1305100,GEORGIA,2019-20,39.0
Treutlen County,1305100,GEORGIA,2018-19,37.0
Treutlen County,1305100,GEORGIA,2017-18,44.0
Towns County,1305070,GEORGIA,2022-23,129.0
Towns County,1305070,GEORGIA,2021-22,130.0
Towns County,1305070,GEORGIA,2020-21,127.0
Towns County,1305070,GEORGIA,2019-20,115.0
Towns County,1305070,GEORGIA,2018-19,132.0
Towns County,1305070,GEORGIA,2017-18,113.0
Toombs County,1305040,GEORGIA,2022-23,144.0
Treutlen County,1305100,GEORGIA,2022-23,47.0
Turner County,1305190,GEORGIA,2018-19,49.0
Terrell County,1304860,GEORGIA,2020-21,85.0
Terrell County,1304860,GEORGIA,2018-19,70.0
Talbot County,1304650,GEORGIA,2017-18,49.0
Sumter County,1304620,GEORGIA,2022-23,122.0
Sumter County,1304620,GEORGIA,2021-22,134.0
Sumter County,1304620,GEORGIA,2020-21,130.0
Sumter County,1304620,GEORGIA,2019-20,139.0
Sumter County,1304620,GEORGIA,2018-19,122.0
Sumter County,1304620,GEORGIA,2017-18,107.0
Stewart County,1304590,GEORGIA,2022-23,14.0
Stewart County,1304590,GEORGIA,2021-22,15.0
Stewart County,1304590,GEORGIA,2020-21,8.0
Stewart County,1304590,GEORGIA,2019-20,10.0
Stewart County,1304590,GEORGIA,2018-19,23.0
Talbot County,1304650,GEORGIA,2018-19,62.0
Stewart County,1304590,GEORGIA,2017-18,10.0
Stephens County,1304560,GEORGIA,2021-22,342.0
Stephens County,1304560,GEORGIA,2020-21,359.0
Stephens County,1304560,GEORGIA,2019-20,291.0
Stephens County,1304560,GEORGIA,2018-19,285.0
Stephens County,1304560,GEORGIA,2017-18,337.0
State Schools,1300254,GEORGIA,2022-23,60.0
State Schools,1300254,GEORGIA,2021-22,14.0
State Schools,1300254,GEORGIA,2020-21,8.0
State Schools,1300254,GEORGIA,2019-20,30.0
State Schools,1300254,GEORGIA,2018-19,30.0
State Schools,1300254,GEORGIA,2017-18,24.0
State Charter Schools- Utopian Academy For The Arts Charter,1300233,GEORGIA,2021-22,1.0
Stephens County,1304560,GEORGIA,2022-23,332.0
Terrell County,1304860,GEORGIA,2019-20,73.0
Talbot County,1304650,GEORGIA,2019-20,48.0
Talbot County,1304650,GEORGIA,2021-22,54.0
Terrell County,1304860,GEORGIA,2017-18,51.0
Telfair County,1304830,GEORGIA,2022-23,39.0
Telfair County,1304830,GEORGIA,2021-22,64.0
Telfair County,1304830,GEORGIA,2020-21,52.0
Telfair County,1304830,GEORGIA,2019-20,57.0
Telfair County,1304830,GEORGIA,2018-19,49.0
Telfair County,1304830,GEORGIA,2017-18,41.0
Taylor County,1304800,GEORGIA,2022-23,81.0
Taylor County,1304800,GEORGIA,2021-22,78.0
