lea_name,lea_id,state,year,homeschool_students
Alma School District,502250,ARKANSAS,2017-18,142.0
Mulberry/Pleasant View Bi-County Schools,510290,ARKANSAS,2021-22,71.0
Mulberry School District,510290,ARKANSAS,2020-21,73.0
Mulberry School District,510290,ARKANSAS,2019-20,54.0
Mulberry School District,510290,ARKANSAS,2018-19,37.0
Mulberry School District,510290,ARKANSAS,2017-18,50.0
Mt. Vernon/Enola School District,510080,ARKANSAS,2022-23,62.0
Mt. Vernon/Enola School District,510080,ARKANSAS,2021-22,49.0
Mt. Vernon/Enola School Dist.,510080,ARKANSAS,2020-21,54.0
Mulberry/Pleasant View Bi-County Schools,510290,ARKANSAS,2022-23,61.0
Mt. Vernon/Enola School Dist.,510080,ARKANSAS,2019-20,30.0
Mt. Vernon/Enola School Dist.,510080,ARKANSAS,2017-18,36.0
Mountainburg School District,510260,ARKANSAS,2022-23,80.0
Mountainburg School District,510260,ARKANSAS,2021-22,73.0
Mountainburg School District,510260,ARKANSAS,2020-21,85.0
Mountainburg School District,510260,ARKANSAS,2019-20,56.0
Mountainburg School District,510260,ARKANSAS,2018-19,50.0
Mountainburg School District,510260,ARKANSAS,2017-18,51.0
Mountain View School District,510200,ARKANSAS,2022-23,323.0
Mt. Vernon/Enola School Dist.,510080,ARKANSAS,2018-19,30.0
Mountain View School District,510200,ARKANSAS,2021-22,334.0
N. Little Rock School District,510680,ARKANSAS,2017-18,221.0
N. Little Rock School District,510680,ARKANSAS,2019-20,236.0
Nettleton School District,510440,ARKANSAS,2021-22,173.0
Nettleton School District,510440,ARKANSAS,2020-21,169.0
Nettleton School District,510440,ARKANSAS,2019-20,129.0
Nettleton School District,510440,ARKANSAS,2018-19,123.0
Nettleton School District,510440,ARKANSAS,2017-18,121.0
Nemo Vista School District,510410,ARKANSAS,2022-23,43.0
Nemo Vista School District,510410,ARKANSAS,2021-22,35.0
Nemo Vista School District,510410,ARKANSAS,2020-21,35.0
N. Little Rock School District,510680,ARKANSAS,2018-19,270.0
Nemo Vista School District,510410,ARKANSAS,2019-20,22.0
Nemo Vista School District,510410,ARKANSAS,2017-18,9.0
Nashville School District,510380,ARKANSAS,2022-23,89.0
Nashville School District,510380,ARKANSAS,2021-22,91.0
Nashville School District,510380,ARKANSAS,2020-21,106.0
Nashville School District,510380,ARKANSAS,2019-20,66.0
Nashville School District,510380,ARKANSAS,2018-19,63.0
Nashville School District,510380,ARKANSAS,2017-18,53.0
N. Little Rock School District,510680,ARKANSAS,2020-21,341.0
Nemo Vista School District,510410,ARKANSAS,2018-19,22.0
Nettleton School District,510440,ARKANSAS,2022-23,157.0
Mountain View School District,510200,ARKANSAS,2020-21,306.0
Mountain View School District,510200,ARKANSAS,2018-19,208.0
Monticello School District,509840,ARKANSAS,2019-20,43.0
Monticello School District,509840,ARKANSAS,2018-19,35.0
Monticello School District,509840,ARKANSAS,2017-18,43.0
Mineral Springs School District,509780,ARKANSAS,2022-23,14.0
Mineral Springs School District,509780,ARKANSAS,2021-22,16.0
Mineral Springs School Dist.,509780,ARKANSAS,2020-21,17.0
Mineral Springs School Dist.,509780,ARKANSAS,2019-20,12.0
Mineral Springs School Dist.,509780,ARKANSAS,2018-19,5.0
Monticello School District,509840,ARKANSAS,2020-21,95.0
Mineral Springs School Dist.,509780,ARKANSAS,2017-18,10.0
Midland School District,500020,ARKANSAS,2021-22,84.0
Midland School District,500020,ARKANSAS,2020-21,76.0
Midland School District,500020,ARKANSAS,2019-20,64.0
Midland School District,500020,ARKANSAS,2018-19,59.0
Midland School District,500020,ARKANSAS,2017-18,45.0
Mena School District,509750,ARKANSAS,2022-23,183.0
Mena School District,509750,ARKANSAS,2021-22,171.0
Mena School District,509750,ARKANSAS,2020-21,217.0
Midland School District,500020,ARKANSAS,2022-23,94.0
Mountain View School District,510200,ARKANSAS,2019-20,220.0
Monticello School District,509840,ARKANSAS,2021-22,75.0
Mount Ida School District,509990,ARKANSAS,2017-18,43.0
Mountain View School District,510200,ARKANSAS,2017-18,220.0
Mountain Pine School District,510170,ARKANSAS,2022-23,59.0
Mountain Pine School District,510170,ARKANSAS,2021-22,49.0
Mountain Pine School District,510170,ARKANSAS,2020-21,37.0
Mountain Pine School District,510170,ARKANSAS,2019-20,43.0
Mountain Pine School District,510170,ARKANSAS,2018-19,43.0
Mountain Pine School District,510170,ARKANSAS,2017-18,27.0
Mountain Home School District,500043,ARKANSAS,2022-23,321.0
Monticello School District,509840,ARKANSAS,2022-23,73.0
Mountain Home School District,500043,ARKANSAS,2021-22,284.0
Mountain Home School District,500043,ARKANSAS,2019-20,229.0
Mountain Home School District,500043,ARKANSAS,2018-19,246.0
Mountain Home School District,500043,ARKANSAS,2017-18,214.0
Mount Ida School District,509990,ARKANSAS,2022-23,55.0
Mount Ida School District,509990,ARKANSAS,2021-22,53.0
Mount Ida School District,509990,ARKANSAS,2020-21,53.0
Mount Ida School District,509990,ARKANSAS,2019-20,37.0
Mount Ida School District,509990,ARKANSAS,2018-19,41.0
Mountain Home School District,500043,ARKANSAS,2020-21,283.0
Mena School District,509750,ARKANSAS,2019-20,149.0
Nevada School District,500030,ARKANSAS,2017-18,31.0
Nevada School District,500030,ARKANSAS,2019-20,47.0
Pangburn School District,511070,ARKANSAS,2019-20,49.0
Pangburn School District,511070,ARKANSAS,2018-19,39.0
Pangburn School District,511070,ARKANSAS,2017-18,40.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2022-23,13.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2021-22,19.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2020-21,17.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2019-20,15.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2018-19,20.0
Pangburn School District,511070,ARKANSAS,2020-21,61.0
Palestine-Wheatley Sch. Dist.,500051,ARKANSAS,2017-18,15.0
Ozark School District,511010,ARKANSAS,2021-22,145.0
Ozark School District,511010,ARKANSAS,2020-21,143.0
Ozark School District,511010,ARKANSAS,2019-20,56.0
Ozark School District,511010,ARKANSAS,2018-19,105.0
Ozark School District,511010,ARKANSAS,2017-18,95.0
Ozark Mountain School District,500076,ARKANSAS,2022-23,90.0
Ozark Mountain School District,500076,ARKANSAS,2021-22,118.0
Ozark Mountain School District,500076,ARKANSAS,2020-21,79.0
Ozark School District,511010,ARKANSAS,2022-23,135.0
Ozark Mountain School District,500076,ARKANSAS,2019-20,57.0
Pangburn School District,511070,ARKANSAS,2021-22,94.0
Paragould School District,500017,ARKANSAS,2017-18,165.0
Pea Ridge School District,503030,ARKANSAS,2017-18,134.0
Parkers Chapel School Dist.,511220,ARKANSAS,2022-23,26.0
Parkers Chapel School Dist.,511220,ARKANSAS,2021-22,25.0
Parkers Chapel School Dist.,511220,ARKANSAS,2020-21,26.0
Parkers Chapel School Dist.,511220,ARKANSAS,2019-20,14.0
Parkers Chapel School Dist.,511220,ARKANSAS,2018-19,8.0
Parkers Chapel School Dist.,511220,ARKANSAS,2017-18,7.0
Paris School District,511130,ARKANSAS,2022-23,66.0
Pangburn School District,511070,ARKANSAS,2022-23,78.0
Paris School District,511130,ARKANSAS,2021-22,70.0
Paris School District,511130,ARKANSAS,2019-20,35.0
Paris School District,511130,ARKANSAS,2018-19,46.0
Paris School District,511130,ARKANSAS,2017-18,43.0
Paragould School District,500017,ARKANSAS,2022-23,245.0
Paragould School District,500017,ARKANSAS,2021-22,279.0
Paragould School District,500017,ARKANSAS,2020-21,260.0
Paragould School District,500017,ARKANSAS,2019-20,184.0
Paragould School District,500017,ARKANSAS,2018-19,198.0
Paris School District,511130,ARKANSAS,2020-21,60.0
Nevada School District,500030,ARKANSAS,2018-19,26.0
Ozark Mountain School District,500076,ARKANSAS,2018-19,58.0
Ouachita School District,510980,ARKANSAS,2022-23,20.0
Omaha School District,510920,ARKANSAS,2017-18,39.0
North Little Rock School District,510680,ARKANSAS,2022-23,250.0
North Little Rock School District,510680,ARKANSAS,2021-22,288.0
Norfork School District,510560,ARKANSAS,2022-23,43.0
Norfork School District,510560,ARKANSAS,2021-22,52.0
Norfork School District,510560,ARKANSAS,2020-21,20.0
Norfork School District,510560,ARKANSAS,2019-20,12.0
Norfork School District,510560,ARKANSAS,2018-19,16.0
Omaha School District,510920,ARKANSAS,2018-19,46.0
Norfork School District,510560,ARKANSAS,2017-18,24.0
Newport School District,500023,ARKANSAS,2021-22,59.0
Newport School District,500023,ARKANSAS,2020-21,61.0
Newport School District,500023,ARKANSAS,2019-20,28.0
Newport School District,500023,ARKANSAS,2018-19,39.0
Newport School District,500023,ARKANSAS,2017-18,27.0
Nevada School District,500030,ARKANSAS,2022-23,40.0
Nevada School District,500030,ARKANSAS,2021-22,44.0
Nevada School District,500030,ARKANSAS,2020-21,46.0
Newport School District,500023,ARKANSAS,2022-23,42.0
Ozark Mountain School District,500076,ARKANSAS,2017-18,63.0
Omaha School District,510920,ARKANSAS,2019-20,45.0
Omaha School District,510920,ARKANSAS,2021-22,61.0
Ouachita School District,510980,ARKANSAS,2021-22,24.0
Ouachita School District,510980,ARKANSAS,2020-21,23.0
Ouachita School District,510980,ARKANSAS,2019-20,19.0
Ouachita School District,510980,ARKANSAS,2018-19,14.0
Ouachita School District,510980,ARKANSAS,2017-18,20.0
Ouachita River School District,500073,ARKANSAS,2022-23,39.0
Ouachita River School District,500073,ARKANSAS,2021-22,37.0
Ouachita River School District,500073,ARKANSAS,2020-21,31.0
Omaha School District,510920,ARKANSAS,2020-21,53.0
Ouachita River School District,500073,ARKANSAS,2019-20,26.0
Ouachita River School District,500073,ARKANSAS,2017-18,39.0
Osceola School District,510950,ARKANSAS,2022-23,21.0
Osceola School District,510950,ARKANSAS,2021-22,13.0
Osceola School District,510950,ARKANSAS,2020-21,10.0
Osceola School District,510950,ARKANSAS,2019-20,8.0
Osceola School District,510950,ARKANSAS,2018-19,8.0
Osceola School District,510950,ARKANSAS,2017-18,10.0
Omaha School District,510920,ARKANSAS,2022-23,50.0
Ouachita River School District,500073,ARKANSAS,2018-19,43.0
Mena School District,509750,ARKANSAS,2018-19,142.0
Mena School District,509750,ARKANSAS,2017-18,158.0
Melbourne School District,509720,ARKANSAS,2022-23,78.0
Lincoln School District,508940,ARKANSAS,2018-19,59.0
Lincoln School District,508940,ARKANSAS,2017-18,77.0
Lee County School District,509360,ARKANSAS,2022-23,41.0
Lee County School District,509360,ARKANSAS,2021-22,42.0
Lee County School District,509360,ARKANSAS,2020-21,30.0
Lee County School District,509360,ARKANSAS,2019-20,24.0
Lee County School District,509360,ARKANSAS,2018-19,21.0
Lee County School District,509360,ARKANSAS,2017-18,15.0
Lincoln School District,508940,ARKANSAS,2019-20,67.0
Lead Hill School District,503420,ARKANSAS,2022-23,94.0
Lead Hill School District,503420,ARKANSAS,2020-21,78.0
Lead Hill School District,503420,ARKANSAS,2019-20,71.0
Lead Hill School District,503420,ARKANSAS,2018-19,56.0
Lead Hill School District,503420,ARKANSAS,2017-18,52.0
Lawrence County School District,500082,ARKANSAS,2022-23,97.0
Lawrence County School District,500082,ARKANSAS,2021-22,96.0
Lawrence County School District,500082,ARKANSAS,2020-21,89.0
Lawrence County School District,500082,ARKANSAS,2019-20,62.0
Lead Hill School District,503420,ARKANSAS,2021-22,96.0
Lawrence County School District,500082,ARKANSAS,2018-19,63.0
Lincoln School District,508940,ARKANSAS,2020-21,107.0
Lincoln School District,508940,ARKANSAS,2022-23,114.0
Magazine School District,509150,ARKANSAS,2022-23,28.0
Magazine School District,509150,ARKANSAS,2021-22,24.0
Magazine School District,509150,ARKANSAS,2020-21,16.0
Magazine School District,509150,ARKANSAS,2019-20,15.0
Magazine School District,509150,ARKANSAS,2018-19,10.0
Magazine School District,509150,ARKANSAS,2017-18,13.0
Lonoke School District,509060,ARKANSAS,2022-23,86.0
Lonoke School District,509060,ARKANSAS,2021-22,72.0
Lincoln School District,508940,ARKANSAS,2021-22,118.0
Lonoke School District,509060,ARKANSAS,2020-21,64.0
Lonoke School District,509060,ARKANSAS,2018-19,87.0
Lonoke School District,509060,ARKANSAS,2017-18,59.0
Little Rock School District,509000,ARKANSAS,2022-23,624.0
Little Rock School District,509000,ARKANSAS,2021-22,776.0
Little Rock School District,509000,ARKANSAS,2020-21,858.0
Little Rock School District,509000,ARKANSAS,2019-20,690.0
Little Rock School District,509000,ARKANSAS,2018-19,694.0
Little Rock School District,509000,ARKANSAS,2017-18,656.0
Lonoke School District,509060,ARKANSAS,2019-20,72.0
Magnet Cove School Dist.,509190,ARKANSAS,2017-18,16.0
Lawrence County School District,500082,ARKANSAS,2017-18,36.0
Lavaca School District,508730,ARKANSAS,2021-22,56.0
Lake Hamilton School District,508610,ARKANSAS,2022-23,254.0
Lake Hamilton School District,508610,ARKANSAS,2021-22,268.0
Lake Hamilton School District,508610,ARKANSAS,2020-21,251.0
Lake Hamilton School District,508610,ARKANSAS,2019-20,208.0
Lake Hamilton School District,508610,ARKANSAS,2018-19,225.0
Lake Hamilton School District,508610,ARKANSAS,2017-18,166.0
Lafayette County School District,500065,ARKANSAS,2022-23,22.0
Lafayette County School District,500065,ARKANSAS,2021-22,35.0
Lakeside School Dist(Garland),508670,ARKANSAS,2021-22,151.0
Lafayette County School District,500065,ARKANSAS,2020-21,33.0
Lafayette County School District,500065,ARKANSAS,2018-19,17.0
Lafayette County School District,500065,ARKANSAS,2017-18,13.0
Kirby School District,508490,ARKANSAS,2022-23,47.0
Kirby School District,508490,ARKANSAS,2021-22,43.0
Kirby School District,508490,ARKANSAS,2020-21,36.0
Kirby School District,508490,ARKANSAS,2019-20,33.0
Kirby School District,508490,ARKANSAS,2018-19,26.0
Kirby School District,508490,ARKANSAS,2017-18,29.0
Lafayette County School District,500065,ARKANSAS,2019-20,22.0
Lavaca School District,508730,ARKANSAS,2022-23,72.0
Lakeside School Dist(Garland),508670,ARKANSAS,2022-23,156.0
Lakeside School District,508670,ARKANSAS,2018-19,92.0
Lavaca School District,508730,ARKANSAS,2020-21,68.0
Lavaca School District,508730,ARKANSAS,2019-20,48.0
Lavaca School District,508730,ARKANSAS,2018-19,56.0
Lavaca School District,508730,ARKANSAS,2017-18,43.0
Lamar School District,508700,ARKANSAS,2022-23,75.0
Lamar School District,508700,ARKANSAS,2021-22,90.0
Lamar School District,508700,ARKANSAS,2020-21,86.0
Lamar School District,508700,ARKANSAS,2019-20,63.0
Lakeside School District,508670,ARKANSAS,2017-18,106.0
Lamar School District,508700,ARKANSAS,2018-19,59.0
Lakeside School District (Chicot County),508640,ARKANSAS,2022-23,39.0
Lakeside School District (Chicot County),508640,ARKANSAS,2021-22,47.0
Lakeside School District (Chicot County),508640,ARKANSAS,2020-21,43.0
Lakeside School District (Chicot County),508640,ARKANSAS,2019-20,24.0
Lakeside School District (Chicot County),508640,ARKANSAS,2018-19,41.0
Lakeside School District (Chicot County),508640,ARKANSAS,2017-18,17.0
Lakeside School District,508670,ARKANSAS,2020-21,135.0
Lakeside School District,508670,ARKANSAS,2019-20,103.0
Lamar School District,508700,ARKANSAS,2017-18,59.0
Magnet Cove School Dist.,509190,ARKANSAS,2018-19,25.0
Magnet Cove School Dist.,509190,ARKANSAS,2019-20,20.0
Magnet Cove School Dist.,509190,ARKANSAS,2020-21,26.0
Maynard School District,509570,ARKANSAS,2017-18,45.0
Mayflower School District,509540,ARKANSAS,2022-23,88.0
Mayflower School District,509540,ARKANSAS,2021-22,103.0
Mayflower School District,509540,ARKANSAS,2020-21,93.0
Mayflower School District,509540,ARKANSAS,2019-20,63.0
Mayflower School District,509540,ARKANSAS,2018-19,75.0
Mayflower School District,509540,ARKANSAS,2017-18,70.0
Marvell-Elaine School District,509510,ARKANSAS,2022-23,11.0
Maynard School District,509570,ARKANSAS,2018-19,42.0
Marvell-Elaine School District,509510,ARKANSAS,2021-22,17.0
Marvell School District,509510,ARKANSAS,2019-20,12.0
Marvell School District,509510,ARKANSAS,2018-19,7.0
Marvell School District,509510,ARKANSAS,2017-18,8.0
Marmaduke School District,500016,ARKANSAS,2022-23,67.0
Marmaduke School District,500016,ARKANSAS,2021-22,63.0
Marmaduke School District,500016,ARKANSAS,2020-21,55.0
Marmaduke School District,500016,ARKANSAS,2019-20,37.0
Marmaduke School District,500016,ARKANSAS,2018-19,40.0
Marvell School District,509510,ARKANSAS,2020-21,16.0
Marmaduke School District,500016,ARKANSAS,2017-18,21.0
Maynard School District,509570,ARKANSAS,2019-20,31.0
Maynard School District,509570,ARKANSAS,2021-22,72.0
Melbourne School District,509720,ARKANSAS,2021-22,89.0
Melbourne School District,509720,ARKANSAS,2020-21,83.0
Melbourne School District,509720,ARKANSAS,2019-20,56.0
Melbourne School District,509720,ARKANSAS,2018-19,49.0
Melbourne School District,509720,ARKANSAS,2017-18,47.0
Mcgehee School District,509630,ARKANSAS,2022-23,22.0
Mcgehee School District,509630,ARKANSAS,2021-22,27.0
Mcgehee School District,509630,ARKANSAS,2020-21,30.0
Maynard School District,509570,ARKANSAS,2020-21,103.0
Mcgehee School District,509630,ARKANSAS,2019-20,32.0
Mcgehee School District,509630,ARKANSAS,2017-18,25.0
Mccrory School District,509600,ARKANSAS,2022-23,35.0
Mccrory School District,509600,ARKANSAS,2021-22,53.0
Mccrory School District,509600,ARKANSAS,2020-21,39.0
Mccrory School District,509600,ARKANSAS,2019-20,29.0
Mccrory School District,509600,ARKANSAS,2018-19,41.0
Mccrory School District,509600,ARKANSAS,2017-18,26.0
Maynard School District,509570,ARKANSAS,2022-23,81.0
Mcgehee School District,509630,ARKANSAS,2018-19,26.0
Marked Tree School District,509420,ARKANSAS,2022-23,25.0
Marked Tree School District,509420,ARKANSAS,2021-22,19.0
Marked Tree School District,509420,ARKANSAS,2020-21,14.0
Mammoth Spring School District,509270,ARKANSAS,2020-21,39.0
Mammoth Spring School District,509270,ARKANSAS,2019-20,22.0
Mammoth Spring School District,509270,ARKANSAS,2018-19,15.0
Mammoth Spring School District,509270,ARKANSAS,2017-18,0.0
Malvern School District,509240,ARKANSAS,2022-23,136.0
Malvern School District,509240,ARKANSAS,2021-22,163.0
Malvern School District,509240,ARKANSAS,2020-21,143.0
Malvern School District,509240,ARKANSAS,2019-20,121.0
Mammoth Spring School District,509270,ARKANSAS,2021-22,33.0
Malvern School District,509240,ARKANSAS,2018-19,117.0
Magnolia School District,500044,ARKANSAS,2022-23,132.0
Magnolia School District,500044,ARKANSAS,2021-22,173.0
Magnolia School District,500044,ARKANSAS,2020-21,132.0
Magnolia School District,500044,ARKANSAS,2019-20,74.0
Magnolia School District,500044,ARKANSAS,2018-19,77.0
Magnolia School District,500044,ARKANSAS,2017-18,80.0
Magnet Cove School Dist.,509190,ARKANSAS,2022-23,30.0
Magnet Cove School Dist.,509190,ARKANSAS,2021-22,39.0
Malvern School District,509240,ARKANSAS,2017-18,78.0
Mammoth Spring School District,509270,ARKANSAS,2022-23,29.0
Manila School District,500046,ARKANSAS,2017-18,34.0
Manila School District,500046,ARKANSAS,2018-19,43.0
Marked Tree School District,509420,ARKANSAS,2019-20,9.0
Marked Tree School District,509420,ARKANSAS,2018-19,4.0
Marked Tree School District,509420,ARKANSAS,2017-18,0.0
Marion School District,509390,ARKANSAS,2022-23,133.0
Marion School District,509390,ARKANSAS,2021-22,170.0
Marion School District,509390,ARKANSAS,2020-21,162.0
Marion School District,509390,ARKANSAS,2019-20,132.0
Marion School District,509390,ARKANSAS,2018-19,137.0
Marion School District,509390,ARKANSAS,2017-18,115.0
Mansfield School District,509330,ARKANSAS,2022-23,129.0
Mansfield School District,509330,ARKANSAS,2021-22,126.0
Mansfield School District,509330,ARKANSAS,2020-21,107.0
Mansfield School District,509330,ARKANSAS,2019-20,69.0
Mansfield School District,509330,ARKANSAS,2018-19,67.0
Mansfield School District,509330,ARKANSAS,2017-18,60.0
Manila School District,500046,ARKANSAS,2022-23,60.0
Manila School District,500046,ARKANSAS,2021-22,54.0
Manila School District,500046,ARKANSAS,2020-21,58.0
Manila School District,500046,ARKANSAS,2019-20,50.0
Pea Ridge School District,503030,ARKANSAS,2018-19,110.0
Junction City School District,508340,ARKANSAS,2022-23,15.0
Pea Ridge School District,503030,ARKANSAS,2019-20,125.0
Pea Ridge School District,503030,ARKANSAS,2021-22,171.0
Valley View School District,513380,ARKANSAS,2021-22,150.0
Valley View School District,513380,ARKANSAS,2020-21,131.0
Valley View School District,513380,ARKANSAS,2019-20,95.0
Valley View School District,513380,ARKANSAS,2018-19,104.0
Valley View School District,513380,ARKANSAS,2017-18,97.0
Valley Springs School District,513350,ARKANSAS,2022-23,107.0
Valley Springs School District,513350,ARKANSAS,2021-22,69.0
Valley Springs School District,513350,ARKANSAS,2020-21,89.0
Valley View School District,513380,ARKANSAS,2022-23,161.0
Valley Springs School District,513350,ARKANSAS,2019-20,48.0
Valley Springs School District,513350,ARKANSAS,2017-18,35.0
Two Rivers School District,500079,ARKANSAS,2022-23,40.0
Two Rivers School District,500079,ARKANSAS,2021-22,52.0
Two Rivers School District,500079,ARKANSAS,2020-21,39.0
Two Rivers School District,500079,ARKANSAS,2019-20,51.0
Two Rivers School District,500079,ARKANSAS,2018-19,28.0
Two Rivers School District,500079,ARKANSAS,2017-18,29.0
Trumann School District,500047,ARKANSAS,2022-23,69.0
Valley Springs School District,513350,ARKANSAS,2018-19,35.0
Trumann School District,500047,ARKANSAS,2021-22,63.0
Van Buren School District,513410,ARKANSAS,2017-18,229.0
Van Buren School District,513410,ARKANSAS,2019-20,238.0
Waldron School District,513680,ARKANSAS,2019-20,82.0
Waldron School District,513680,ARKANSAS,2018-19,66.0
Waldron School District,513680,ARKANSAS,2017-18,54.0
Viola School District,513560,ARKANSAS,2022-23,35.0
Viola School District,513560,ARKANSAS,2021-22,36.0
Viola School District,513560,ARKANSAS,2020-21,32.0
Viola School District,513560,ARKANSAS,2019-20,22.0
Viola School District,513560,ARKANSAS,2018-19,21.0
Van Buren School District,513410,ARKANSAS,2018-19,243.0
Viola School District,513560,ARKANSAS,2017-18,16.0
Vilonia School District,513530,ARKANSAS,2021-22,312.0
Vilonia School District,513530,ARKANSAS,2020-21,322.0
Vilonia School District,513530,ARKANSAS,2019-20,223.0
Vilonia School District,513530,ARKANSAS,2018-19,196.0
Vilonia School District,513530,ARKANSAS,2017-18,209.0
Van Buren School District,513410,ARKANSAS,2022-23,298.0
Van Buren School District,513410,ARKANSAS,2021-22,290.0
Van Buren School District,513410,ARKANSAS,2020-21,350.0
Vilonia School District,513530,ARKANSAS,2022-23,317.0
Waldron School District,513680,ARKANSAS,2020-21,91.0
Trumann School District,500047,ARKANSAS,2020-21,49.0
Trumann School District,500047,ARKANSAS,2018-19,61.0
Star City School District,500028,ARKANSAS,2019-20,48.0
Star City School District,500028,ARKANSAS,2018-19,41.0
Star City School District,500028,ARKANSAS,2017-18,51.0
Springdale School District,512660,ARKANSAS,2022-23,844.0
Springdale School District,512660,ARKANSAS,2021-22,807.0
Springdale School District,512660,ARKANSAS,2020-21,823.0
Springdale School District,512660,ARKANSAS,2019-20,620.0
Springdale School District,512660,ARKANSAS,2018-19,620.0
Star City School District,500028,ARKANSAS,2020-21,59.0
Springdale School District,512660,ARKANSAS,2017-18,546.0
Spring Hill School District,512630,ARKANSAS,2020-21,2.0
Spring Hill School District,512630,ARKANSAS,2019-20,7.0
Spring Hill School District,512630,ARKANSAS,2018-19,5.0
Spring Hill School District,512630,ARKANSAS,2017-18,7.0
Southside School District (Independence),512540,ARKANSAS,2022-23,61.0
Southside School District (Independence),512540,ARKANSAS,2021-22,65.0
Southside School District,512540,ARKANSAS,2020-21,62.0
Southside School District,512540,ARKANSAS,2019-20,53.0
Trumann School District,500047,ARKANSAS,2019-20,49.0
Star City School District,500028,ARKANSAS,2021-22,67.0
Strong-Huttig School District,512930,ARKANSAS,2017-18,7.0
Trumann School District,500047,ARKANSAS,2017-18,61.0
Texarkana School District,513110,ARKANSAS,2022-23,142.0
Texarkana School District,513110,ARKANSAS,2021-22,122.0
Texarkana School District,513110,ARKANSAS,2020-21,141.0
Texarkana School District,513110,ARKANSAS,2019-20,111.0
Texarkana School District,513110,ARKANSAS,2018-19,108.0
Texarkana School District,513110,ARKANSAS,2017-18,76.0
Stuttgart School District,512960,ARKANSAS,2022-23,64.0
Star City School District,500028,ARKANSAS,2022-23,52.0
Stuttgart School District,512960,ARKANSAS,2021-22,50.0
Stuttgart School District,512960,ARKANSAS,2019-20,26.0
Stuttgart School District,512960,ARKANSAS,2018-19,31.0
Stuttgart School District,512960,ARKANSAS,2017-18,38.0
Strong-Huttig School District,512930,ARKANSAS,2022-23,16.0
Strong-Huttig School District,512930,ARKANSAS,2021-22,8.0
Strong-Huttig School District,512930,ARKANSAS,2020-21,7.0
Strong-Huttig School District,512930,ARKANSAS,2019-20,5.0
Strong-Huttig School District,512930,ARKANSAS,2018-19,9.0
Stuttgart School District,512960,ARKANSAS,2020-21,51.0
Southside School District,512540,ARKANSAS,2018-19,39.0
Waldron School District,513680,ARKANSAS,2021-22,83.0
Warren School District,500006,ARKANSAS,2017-18,55.0
Wonderview School District,514370,ARKANSAS,2020-21,34.0
Wonderview School District,514370,ARKANSAS,2019-20,10.0
Wonderview School District,514370,ARKANSAS,2018-19,10.0
Wonderview School District,514370,ARKANSAS,2017-18,7.0
White Hall School District,514140,ARKANSAS,2022-23,145.0
White Hall School District,514140,ARKANSAS,2021-22,152.0
White Hall School District,514140,ARKANSAS,2020-21,130.0
White Hall School District,514140,ARKANSAS,2019-20,124.0
Wonderview School District,514370,ARKANSAS,2021-22,32.0
White Hall School District,514140,ARKANSAS,2018-19,140.0
White Co. Central School Dist.,504170,ARKANSAS,2022-23,69.0
White Co. Central School Dist.,504170,ARKANSAS,2021-22,58.0
White Co. Central School Dist.,504170,ARKANSAS,2020-21,62.0
White Co. Central School Dist.,504170,ARKANSAS,2019-20,48.0
White Co. Central School Dist.,504170,ARKANSAS,2017-18,58.0
Westside School District,514020,ARKANSAS,2020-21,40.0
Westside School District,514020,ARKANSAS,2019-20,38.0
Westside School District,514020,ARKANSAS,2018-19,45.0
White Hall School District,514140,ARKANSAS,2017-18,135.0
Westside School District,514020,ARKANSAS,2017-18,39.0
Wonderview School District,514370,ARKANSAS,2022-23,35.0
Woodlawn School District,514400,ARKANSAS,2018-19,19.0
Yellville-Summit School District.,514490,ARKANSAS,2022-23,138.0
Yellville-Summit School District.,514490,ARKANSAS,2021-22,142.0
Yellville-Summit School Dist.,514490,ARKANSAS,2020-21,112.0
Yellville-Summit School Dist.,514490,ARKANSAS,2019-20,110.0
Yellville-Summit School Dist.,514490,ARKANSAS,2018-19,111.0
Yellville-Summit School Dist.,514490,ARKANSAS,2017-18,109.0
Woodlawn School District,514400,ARKANSAS,2017-18,21.0
Wynne School District,514430,ARKANSAS,2022-23,71.0
Wynne School District,514430,ARKANSAS,2020-21,93.0
Wynne School District,514430,ARKANSAS,2019-20,69.0
Wynne School District,514430,ARKANSAS,2018-19,61.0
Wynne School District,514430,ARKANSAS,2017-18,52.0
Woodlawn School District,514400,ARKANSAS,2022-23,40.0
Woodlawn School District,514400,ARKANSAS,2021-22,36.0
Woodlawn School District,514400,ARKANSAS,2020-21,35.0
Woodlawn School District,514400,ARKANSAS,2019-20,23.0
Wynne School District,514430,ARKANSAS,2021-22,96.0
Waldron School District,513680,ARKANSAS,2022-23,96.0
Westside School Dist(Johnson),514020,ARKANSAS,2022-23,60.0
Westside Cons. School District,504020,ARKANSAS,2020-21,142.0
West Memphis School District,508040,ARKANSAS,2017-18,88.0
West Fork School District,514010,ARKANSAS,2022-23,98.0
West Fork School District,514010,ARKANSAS,2021-22,101.0
West Fork School District,514010,ARKANSAS,2020-21,99.0
West Fork School District,514010,ARKANSAS,2019-20,77.0
